Products[Manufacturer],Products[Color],Products[SubCategory],Products[Category],Products[Brand Name],Products[Class Name],Products[Product Description],Products[Product Key],Products[Product Name],Products[Unit Cost],Products[Unit Price]
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG","23","Contoso 8GB MP3 Player new model M820 White","61.62","134"
"Contoso, Ltd","Blue","MP4&MP3","Audio","Contoso","Regular","3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","24","Contoso 16GB Mp5 Player M1600 Blue","91.93","199.9"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Regular","3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","25","Contoso 16GB Mp5 Player M1600 Black","91.93","199.9"
"Contoso, Ltd","Green","MP4&MP3","Audio","Contoso","Regular","3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","26","Contoso 16GB Mp5 Player M1600 Green","91.93","199.9"
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","27","Contoso 16GB Mp5 Player M1600 White","91.93","199.9"
"Contoso, Ltd","Red","MP4&MP3","Audio","Contoso","Regular","3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","28","Contoso 16GB Mp5 Player M1600 Red","91.93","199.9"
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","29","Contoso 32GB Video MP3 Player M3200 White","84.49","255"
"Contoso, Ltd","Red","MP4&MP3","Audio","Contoso","Regular","4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","30","Contoso 32GB Video MP3 Player M3200 Red","84.49","255"
"Contoso, Ltd","Orange","MP4&MP3","Audio","Contoso","Regular","4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","31","Contoso 32GB Video MP3 Player M3200 Orange","84.49","255"
"Contoso, Ltd","Pink","MP4&MP3","Audio","Contoso","Regular","4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","32","Contoso 32GB Video MP3 Player M3200 Pink","84.49","255"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Regular","4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","33","Contoso 32GB Video MP3 Player M3200 Black","84.49","255"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Regular","4GB built in memory, USB driver and earphone, play MP3, WMA","34","Contoso 4GB Portable MP3 Player M450 Black","48.92","95.95"
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","4GB built in memory, USB driver and earphone, play MP3, WMA","35","Contoso 4GB Portable MP3 Player M450 White","48.92","95.95"
"Contoso, Ltd","Yellow","MP4&MP3","Audio","Contoso","Regular","4GB built in memory, USB driver and earphone, play MP3, WMA","36","Contoso 4GB Portable MP3 Player M450 Yellow","48.92","95.95"
"Contoso, Ltd","Silver","MP4&MP3","Audio","Contoso","Regular","2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF","41","Contoso 16GB New Generation MP5 Player M1650 Silver","106.69","232"
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF","42","Contoso 16GB New Generation MP5 Player M1650 White","106.69","232"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Regular","2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF","43","Contoso 16GB New Generation MP5 Player M1650 Black","106.69","232"
"Contoso, Ltd","Blue","MP4&MP3","Audio","Contoso","Regular","2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF","44","Contoso 16GB New Generation MP5 Player M1650 blue","106.69","232"
"Contoso, Ltd","Pink","MP4&MP3","Audio","Contoso","Regular","2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF","45","Contoso 16GB New Generation MP5 Player M1650 Pink","106.69","232"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater systems, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","241","Contoso Home Theater System 2.1 Channel M1210 Black","167.73","329"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","660 watts into 7.1 channels","242","Contoso Home Theater System 7.1 Channel M1700 Black","294.54","889"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround, 1080p/720p up conversion from DVD or USB","243","Contoso Home Theater System 4.1 Channel M1400 Black","208.52","409"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","244","Contoso Home Theater System 5.1 Channel M1500 Black","197.28","429"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more","245","Contoso Home Theater System 5.1 Channel M1510 Black","224.87","489"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","4.1 Channel Front Surround, USB host, analog in, optical digital in/out","246","Contoso Home Theater System 4.1 Channel M1410 Black","167.73","329"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","247","Contoso Home Theater System 5.1 Channel M1520 Black","155.89","339"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","248","Contoso Home Theater System 5.1 Channel M1530 Black","183.49","399"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","250","Contoso Home Theater System 5.1 Channel M1540 Black","243.27","529"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround","251","Contoso Home Theater System 4.1 Channel M1420 Black","244.72","480"
"Contoso, Ltd","Black","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers and 1 subwoofer","252","Contoso Home Theater System 2.1 Channel M1230 Black","183.54","360"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","254","Contoso Home Theater System 2.1 Channel M1210 Silver","167.73","329"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","660 watts into 7.1 channels","255","Contoso Home Theater System 7.1 Channel M1700 Silver","294.54","889"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround, 1080p/720p up conversion from DVD or USB","256","Contoso Home Theater System 4.1 Channel M1400 Silver","208.52","409"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","257","Contoso Home Theater System 5.1 Channel M1500 Silver","197.28","429"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more","258","Contoso Home Theater System 5.1 Channel M1510 Silver","224.87","489"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","4.1 Channel Front Surround, USB host, analog in, optical digital in/out","259","Contoso Home Theater System 4.1 Channel M1410 Silver","167.73","329"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","260","Contoso Home Theater System 5.1 Channel M1520 Silver","155.89","339"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","261","Contoso Home Theater System 5.1 Channel M1530 Silver","183.49","399"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","263","Contoso Home Theater System 5.1 Channel M1540 Silver","243.27","529"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround","264","Contoso Home Theater System 4.1 Channel M1420 Silver","244.72","480"
"Contoso, Ltd","Silver","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers and 1 subwoofer","265","Contoso Home Theater System 2.1 Channel M1230 Silver","183.54","360"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","267","Contoso Home Theater System 2.1 Channel M1210 White","167.73","329"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","660 watts into 7.1 channels","268","Contoso Home Theater System 7.1 Channel M1700 White","294.54","889"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround, 1080p/720p up conversion from DVD or USB","269","Contoso Home Theater System 4.1 Channel M1400 White","208.52","409"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","270","Contoso Home Theater System 5.1 Channel M1500 White","197.28","429"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more","271","Contoso Home Theater System 5.1 Channel M1510 White","224.87","489"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","4.1 channel fronts surround, USB host, analog in, optical digital in/out","272","Contoso Home Theater System 4.1 Channel M1410 White","167.73","329"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","273","Contoso Home Theater System 5.1 Channel M1520 White","155.89","339"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","274","Contoso Home Theater System 5.1 Channel M1530 White","183.49","399"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","276","Contoso Home Theater System 5.1 Channel M1540 White","243.27","529"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround","277","Contoso Home Theater System 4.1 Channel M1420 White","244.72","480"
"Contoso, Ltd","White","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers and 1 subwoofer","278","Contoso Home Theater System 2.1 Channel M1230 White","183.54","360"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","280","Contoso Home Theater System 2.1 Channel M1210 Brown","167.73","329"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","660 watts into 7.1 channels","281","Contoso Home Theater System 7.1 Channel M1700 Brown","294.54","889"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround, 1080p/720p up conversion from DVD or USB","282","Contoso Home Theater System 4.1 Channel M1400 Brown","208.52","409"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","283","Contoso Home Theater System 5.1 Channel M1500 Brown","197.28","429"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","300 watts of home theater surround sound designed for use with 5.1-channel DVD players, computer systems, and more","284","Contoso Home Theater System 5.1 Channel M1510 Brown","224.87","489"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","4.1 Channel Front Surround, USB host, analog in, optical digital in/out","285","Contoso Home Theater System 4.1 Channel M1410 Brown","167.73","329"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker","286","Contoso Home Theater System 5.1 Channel M1520 Brown","155.89","339"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","287","Contoso Home Theater System 5.1 Channel M1530 Brown","183.49","399"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer","289","Contoso Home Theater System 5.1 Channel M1540 Brown","243.27","529"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","4.1 channel front surround","290","Contoso Home Theater System 4.1 Channel M1420 Brown","244.72","480"
"Contoso, Ltd","Brown","Home Theater System","TV and Video","Contoso","Regular","2.1 channel home theater systems, includes 2 front speakers and 1 subwoofer","291","Contoso Home Theater System 2.1 Channel M1230 Brown","183.54","360"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Regular","720p high definition performance with 10,000:1 contrast ratio","577","Contoso Projector 720p M620 Black","321.44","699"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Regular","Native 720p Resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life","578","Contoso Projector 720p M621 Black","459.4","999"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Regular","High brightness, 1300 ANSI lumen light output, remote control","579","Contoso Projector 480p M480 Black","116.75","229"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Regular","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios","580","Contoso Projector 480p M481 Black","254.4","499"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Regular","16:9 aspect ratios - 125in, 160 degree wide viewing angle","581","Contoso Screen 125in M250 Black","152.08","459"
